date,NIV_v7,NFCI,STLFSI,KCFSI,VIX,stress_ahead
2002-04-01,-0.012788418046077346,-0.4748007692307692,0.4200538461538461,0.442551981587654,21.360833333333336,0.0
2002-07-01,-0.24050469379011924,-0.5877761538461539,0.4400769230769231,0.4771056475718036,21.643125,0.0
2002-10-01,-0.21645055599942462,-0.4174830769230769,1.0907615384615386,1.2140084257151933,35.0684375,0.0
2003-01-01,-0.2304394043745333,-0.4257184615384615,0.9414769230769232,1.0372480450634056,30.72671875,0.0
2003-04-01,-0.2630555226022282,-0.5347307692307692,0.7383,0.5105869447772113,30.022622950819677,0.0
2003-07-01,-0.3754068808678302,-0.6947961538461539,0.3472461538461538,-0.0029148032984089,21.531269841269843,0.0
2003-10-01,-0.3804195577524911,-0.6937146153846154,0.1697615384615384,-0.3254052863701603,19.32015625,0.0
2004-01-01,-0.2271816832860269,-0.7157084615384615,-0.2144923076923076,-0.5247472021518372,17.4271875,0.0
2004-04-01,-0.13713312297318783,-0.7939284615384616,-0.4144538461538462,-0.6166829107183917,16.65806451612903,0.0
2004-07-01,-0.038416236810546955,-0.7288546153846153,-0.5165076923076923,-0.5495928078372656,16.21126984126984,0.0
2004-10-01,-0.08069310909797955,-0.7002715384615384,-0.5426923076923077,-0.6112819802622457,15.4421875,0.0
2005-01-01,-0.31603083916946306,-0.7097535714285714,-0.7253071428571428,-0.591220909416912,13.65140625,0.0
2005-04-01,-0.47970499796054367,-0.7010624999999999,-0.83535,-0.7522543273219219,12.787049180327868,0.0
2005-07-01,-0.5489679740936028,-0.6143884615384615,-0.6997461538461539,-0.4948640014191057,13.40734375,0.0
2005-10-01,-0.47547980879107155,-0.5997514285714286,-0.8299642857142857,-0.6406850557317253,12.25078125,0.0
2006-01-01,-0.3714477235322337,-0.5774338461538462,-0.7516846153846154,-0.495870784591912,12.781746031746032,0.0
2006-04-01,-0.2449899699386383,-0.6172353846153846,-0.9984153846153846,-0.5568781016783534,12.04241935483871,0.0
2006-07-01,-0.09749262348136833,-0.5872415384615384,-0.9330923076923076,-0.542774161395624,14.528730158730156,1.0
2006-10-01,0.042721813034698325,-0.5826438461538461,-0.9067384615384616,-0.5193822485630276,13.607936507936508,1.0
2007-01-01,0.4624563602721905,-0.6265223076923078,-0.945376923076923,-0.6925093995982508,11.034920634920637,1.0
2007-04-01,0.6348778227612316,-0.6540969230769231,-0.9871692307692308,-0.6553152504465717,12.56360655737705,1.0
2007-07-01,0.5624033053134554,-0.5655861538461538,-0.885423076923077,-0.4824368701475653,13.731904761904762,1.0
2007-10-01,0.4737357882972937,-0.0628546153846153,0.4426,0.2826440651108947,21.589206349206343,1.0
2008-01-01,0.41592538846459837,0.2707038461538461,1.245969230769231,0.7853868995002582,22.02984375,1.0
2008-04-01,0.403074238118777,0.6483753846153846,1.5616923076923075,1.57796061126481,26.120163934426227,1.0
2008-07-01,0.4394484902399123,0.6275138461538461,1.4070153846153846,1.4377356229908032,20.67296875,1.0
2008-10-01,0.4848826385651504,0.9290884615384616,2.0825692307692307,2.33779294987674,25.0734375,1.0
2009-01-01,0.6136493766708457,2.757461538461538,7.167461538461539,5.719001965854823,58.6046875,1.0
2009-04-01,0.6919743653799755,2.1604607692307694,3.962215384615385,5.145164806648226,45.0,1.0
2009-07-01,0.6660647486026767,1.119753846153846,1.9612769230769231,3.2519937923527764,33.01571428571428,1.0
2009-10-01,0.5967787854434534,0.3431630769230769,0.6617307692307691,1.3534824280989988,25.48625,1.0
2010-01-01,0.4151611221232663,-0.0190646153846153,0.1355615384615384,0.7649805991034696,23.071875,1.0
2010-04-01,0.28872148849521806,-0.2522876923076923,-0.2453153846153846,0.3116990736160467,20.149672131147543,1.0
2010-07-01,0.3301565225264296,-0.2302207692307692,0.2761153846153846,0.3304618321056303,26.391428571428573,1.0
2010-10-01,0.3177394836699792,-0.2474076923076923,0.3308846153846154,0.2808856623277796,24.28359375,1.0
2011-01-01,0.263155284651567,-0.4458578571428572,-0.1330214285714285,0.0208441023555565,19.3184375,1.0
2011-04-01,0.13359988957270286,-0.5730558333333333,-0.2771833333333333,-0.325505533344274,18.614838709677414,1.0
2011-07-01,0.016269882351044873,-0.5692815384615385,-0.3163384615384615,-0.3275458286336523,17.482380952380954,1.0
2011-10-01,-0.06401739702843645,-0.2545992857142857,0.4282571428571428,0.490018599394683,30.58359375,1.0
2012-01-01,-0.17235907146019755,-0.0929507692307692,0.7765230769230769,0.6658828354867586,29.93952380952381,1.0
2012-04-01,-0.2231492853100916,-0.3673984615384615,0.1776076923076923,0.1278851319344385,18.20403225806452,1.0
2012-07-01,-0.27127460782346424,-0.3189315384615385,0.1805846153846153,0.0601283036417958,20.035714285714285,0.0
2012-10-01,-0.350323634263532,-0.4253646153846154,-0.1503461538461538,-0.2070624539287712,16.192698412698412,0.0
2013-01-01,-0.3402185403518836,-0.5625661538461538,-0.4506307692307692,-0.3589678196808619,16.752903225806453,0.0
2013-04-01,-0.49104380340164455,-0.6505730769230769,-0.6382153846153845,-0.5388209653616617,13.527,0.0
2013-07-01,-0.5231343498696445,-0.6883576923076924,-0.4457846153846153,-0.4802277353657386,14.83703125,0.0
2013-10-01,-0.48348876233350746,-0.6660638461538462,-0.3446,-0.6024373638505133,14.2796875,1.0
2014-01-01,-0.44285299857040306,-0.7522392307692307,-0.5348538461538461,-0.7997039472325017,14.2328125,1.0
2014-04-01,-0.41965652030085054,-0.7774415384615385,-0.5837076923076923,-0.8018576062253033,14.828852459016392,1.0
2014-07-01,-0.45210935322268575,-0.7845807692307692,-0.7177615384615385,-0.947851874300812,12.738253968253968,1.0
2014-10-01,-0.45647369105308677,-0.7307569230769231,-0.6172538461538462,-0.867455025356203,13.07265625,1.0
2015-01-01,-0.44391150982998356,-0.6379015384615384,-0.2914230769230769,-0.5258180642521529,16.07234375,1.0
2015-04-01,-0.4475002646177527,-0.525016923076923,-0.1210153846153846,-0.3529449791169847,16.564754098360655,1.0
2015-07-01,-0.460029527297417,-0.5465315384615385,-0.2887461538461539,-0.635041508731369,13.740158730158733,1.0
2015-10-01,-0.6114990075474871,-0.4634323076923077,0.0826692307692307,-0.2629098006324762,19.30734375,1.0
2016-01-01,-0.5393476971043643,-0.4337130769230769,0.1955384615384615,-0.2263571558818249,17.03328125,1.0
2016-04-01,-0.3693222567546052,-0.32392,0.5544307692307693,0.2703923672060919,20.48622950819672,1.0
2016-07-01,-0.21486867923375666,-0.3749892307692307,0.1823846153846154,-0.1529888533811423,15.6759375,1.0
2016-10-01,-0.13159276155850747,-0.350255,0.2611928571428571,-0.2945611568286253,13.23390625,1.0
2017-01-01,-0.22031444853721577,-0.4133215384615384,0.0213846153846153,-0.4253468358734477,14.097936507936508,1.0
2017-04-01,-0.42004222549803777,-0.4852999999999999,-0.2486846153846153,-0.6113094525794404,11.691935483870967,1.0
2017-07-01,-0.5349276078922176,-0.5336592307692307,-0.5303615384615384,-0.6145000223037177,11.426349206349206,1.0
2017-10-01,-0.5916694992931597,-0.5693907692307693,-0.5871,-0.7236892065607786,10.944285714285714,1.0
2018-01-01,-0.6087949034953628,-0.6030630769230769,-0.6994615384615385,-0.7691393761534874,10.307936507936509,1.0
2018-04-01,-0.568335622075882,-0.5629884615384616,-0.2584538461538461,-0.6709827327454629,17.354754098360658,1.0
2018-07-01,-0.5150149692247377,-0.5450630769230769,-0.1163307692307692,-0.518422144613136,15.3375,1.0
2018-10-01,-0.5221340842377867,-0.5803715384615384,-0.5641692307692308,-0.6462929679897763,12.856825396825396,1.0
2019-01-01,-0.5120107478271896,-0.5006661538461539,-0.0913,-0.2628920563774238,21.0536507936508,1.0
2019-04-01,-0.47251383937717983,-0.5479623076923077,-0.3125923076923076,-0.3401497892905613,16.47,1.0
2019-07-01,-0.4998585821693226,-0.5959184615384616,-0.4772538461538461,-0.4182980009340999,15.183015873015872,1.0
2019-10-01,-0.4200847084389776,-0.54852,-0.1838923076923077,-0.4308790150591806,15.96015625,1.0
2020-01-01,-0.17578557767740421,-0.5546238461538462,-0.1008538461538461,-0.5686846834219567,13.98578125,1.0
2020-04-01,-0.05755636738383326,-0.3475730769230769,1.0187923076923076,0.4527505266296147,31.22451612903226,1.0
2020-07-01,0.5655211690053255,-0.07205,1.140830769230769,1.067703831326509,34.493650793650794,1.0
2020-10-01,0.3724135437131244,-0.4781584615384615,-0.0362923076923076,0.1387481365584938,25.80890625,1.0
2021-01-01,0.20313840143277426,-0.5409607692307692,-0.2142846153846153,0.040795481391708,25.62171875,1.0
2021-04-01,0.11664297216217695,-0.6263092307692308,-0.5208538461538461,-0.334359454872832,23.20245901639344,1.0
2021-07-01,0.13607814974066484,-0.6835392307692308,-0.7779615384615385,-0.7644549009648117,18.0,1.0
2021-10-01,0.2818621790397394,-0.6575838461538462,-0.7166153846153847,-0.7321652985987832,18.28734375,1.0
2022-01-01,0.1620412686759432,-0.5894707142857143,-0.6506428571428572,-0.6298875725903756,19.27515625,1.0
2022-04-01,0.18314383795473244,-0.4752683333333333,-0.3115083333333333,-0.258563742999481,25.372903225806454,1.0
2022-07-01,0.1519034897310097,-0.2889761538461538,0.0101076923076923,-0.1119079855249854,27.3984375,1.0
2022-10-01,0.0050088466942569965,-0.1890828571428571,-0.0821571428571428,-0.0583073015283119,24.792727272727276,1.0
2023-01-01,-0.31732131281935505,-0.1633753846153846,-0.0947230769230769,0.1420173192842931,25.00265625,1.0
2023-04-01,-0.5473951364996649,-0.2522476923076923,-0.2190846153846153,0.0855076457719444,20.6840625,1.0
2023-07-01,-0.7058755729798376,-0.2059299999999999,-0.4793538461538462,0.2058192710785163,16.44125,1.0
2023-10-01,-0.5721431232953086,-0.3083815384615385,-0.6894923076923077,-0.1535023917535107,15.01323076923077,1.0
2024-01-01,-0.4007193056334151,-0.3220069230769231,-0.5275384615384616,-0.2340948516818297,15.28625,1.0
2024-04-01,-0.17191909227894137,-0.4178453846153846,-0.7662307692307693,-0.4623447785219556,13.712539682539685,1.0
